author_sort,authors,series,series_index,title
"Doyle, Arthur Conan","Sir Arthur Conan Doyle","","1.0","The Complete Sherlock Holmes, Volume I"
"Doyle, Sir Arthur Conan","Sir Arthur Conan Doyle, Kyle Freeman","","0.0","The Complete Sherlock Holmes, Volume II"
"Dumas, Alexandre","Alexandre Dumas","","1.0","Man in the Iron Mask"
"Homer","Homer, Robert Squillace, George Herbert Palmer","","1.0","The Odyssey"
"Kurlansky, Mark","Mark Kurlansky","","1.0","The Food of a Younger Land"
"Verne, Jules","Jules Verne","Les voyages extraordinaires","7.0","A Journey to the Center of the Earth"
"Homer","Homer","","1.0","The Iliad"
"Riggle, Kristina","Kristina Riggle","","1.0","Real Life & Liars"
"French, Nicci","Nicci French","","1.0","What To Do When Someone Dies"
"Cave, Peter","Peter Cave","","1.0","What's Wrong with Eating People?: 33 More Perplexing Philosophy Puzzles"
"Philbrick, Nathaniel","Nathaniel Philbrick","","1.0","The Last Stand: Custer, Sitting Bull, and the Battle of the Little Big Horn"
"Vittachi, Nury","Nury Vittachi","Feng Shui Detective","1.0","The Feng Shui Detective"
"Keynes, Randal","Randal Keynes","","1.0","Creation: Darwin, His Daughter & Human Evolution"
"Searle, Ronald","Ronald Searle","","1.0","The Terror of St Trinian's and Other Drawings"
"Rozan, S .J.","S. J. Rozan","","1.0","Absent Friends"
"Manning, Sarra","Sarra Manning","","1.0","Let's Get Lost"
"Patterson, Scott","Scott Patterson","","1.0","The Quants: How a New Breed of Math Whizzes Conquered Wall Street and Nearly Destroyed It"
"Macintyre, Ben","Ben Macintyre","","1.0","Operation Mincemeat: How a Dead Man and a Bizarre Plan Fooled the Nazis and Assured an Allied Victory"
"Barton, Beverly","Beverly Barton","","1.0","Don't Cry"
"Buckley, Christopher","Christopher Buckley","","1.0","Thank You for Smoking"
"Hannah, Kristin","Kristin Hannah","","1.0","Angel Falls"
"Duras, Marguerite","Marguerite Duras","","1.0","The Malady of Death"
"Fiorato, Marina","Marina Fiorato","","1.0","The Botticelli Secret"
"Jones, Merry","Merry Jones","Zoe Hayes","1.0","The Nanny Murders"
"Taleb, Nassim Nicholas","Nassim Nicholas Taleb","","1.0","The Black Swan: The Impact of the Highly Improbable"
"Ravitch, Diane","Diane Ravitch","","1.0","The death and life of the great American school system: how testing and choice are undermining education"
"Wilson, F. Paul","F. Paul Wilson","Repairman Jack","6.0","The Haunted Air"
"Wilson, F. Paul","F. Paul Wilson","Repairman Jack","7.0","Gateways"
"Wilson, F. Paul","F. Paul Wilson","Repairman Jack","8.0","Crisscross: A Repairman Jack Novel"
"Wilson, F. Paul","F. Paul Wilson","Repairman Jack","9.0","Infernal: A Repairman Jack Novel"
"Wilson, F. Paul","F. Paul Wilson","Repairman Jack","10.0","Harbingers"
"Wilson, F. Paul","F. Paul Wilson","Repairman Jack","11.0","Bloodline"
"Wilson, F. Paul","F. Paul Wilson","Repairman Jack","12.0","By the Sword: A Repairman Jack Novel"
"Wilson, F. Paul","F. Paul Wilson","Repairman Jack","13.0","Ground Zero: A Repairman Jack Novel"
"Wilson, F. Paul","F. Paul Wilson","Repairman Jack","1.0","The Last Rakosh"
"Wilson, F. Paul","F. Paul Wilson","The Adversary Cycle","2.0","The Tomb"
"Wilson, F. Paul","F. Paul Wilson","Repairman Jack","2.0","Legacies: A Repairman Jack Novel"
"Wilson, F. Paul","F. Paul Wilson","Repairman Jack","3.0","Conspiracies"
"Wilson, F. Paul","F. Paul Wilson","Repairman Jack","4.0","All the Rage"
"Wilson, F. Paul","F. Paul Wilson","Repairman Jack","5.0","Hosts"
"Tolstoy, Leo & Winters, Ben H.","Count Leo Nikolayevich Tolstoy, Ben H. Winters, Leo Tolstoy","","1.0","Android Karenina"
"Mones, Nicole","Nicole Mones","","1.0","Lost in Translation"
"Stabenow, Dana","Dana Stabenow","Liam Campbell","4.0","Better to rest"
"Stabenow, Dana","Dana Stabenow","","1.0","Blindfold Game"
"Stabenow, Dana","Dana Stabenow","Kate Shugak Mystery","6.0","Blood Will Tell"
"Stabenow, Dana","Dana Stabenow","Kate Shugak Mystery","7.0","Breakup"
"Stabenow, Dana","Dana Stabenow","Kate Shugak Mystery","1.0","A cold day for murder"
"Stabenow, Dana","Dana Stabenow","Kate Shugak Mystery","4.0","A cold-blooded business"
"Stabenow, Dana","Dana Stabenow","Kate Shugak Mystery","3.0","Dead in the water"
"Stabenow, Dana","Dana Stabenow","Kate Shugak Mystery","15.0","A deeper sleep"
"Stabenow, Dana","Dana Stabenow","Kate Shugak Mystery","12.0","A fine and bitter snow"
"Stabenow, Dana","Dana Stabenow","Liam Campbell","1.0","Fire and ice"
"Stabenow, Dana","Dana Stabenow","Kate Shugak Mystery","13.0","A grave denied"
"Stabenow, Dana","Dana Stabenow","Kate Shugak Mystery","8.0","Killing grounds"
"Stabenow, Dana","Dana Stabenow","Kate Shugak Mystery","10.0","Midnight come again"
"Stabenow, Dana","Dana Stabenow","Liam Campbell","3.0","Nothing gold can stay"
"Stabenow, Dana","Dana Stabenow","Kate Shugak Mystery","5.0","Play with fire"
"Stabenow, Dana","Dana Stabenow","","1.0","Prepared for rage"
"Stabenow, Dana","Dana Stabenow","Kate Shugak Mystery","11.0","The Singing of the Dead"
"Stabenow, Dana","Dana Stabenow","Liam Campbell","2.0","So sure of death"
"Stabenow, Dana","Dana Stabenow","Kate Shugak Mystery","14.0","A taint in the blood"
"Stabenow, Dana","Dana Stabenow","Kate Shugak Mystery","16.0","Whisper to the Blood"
"Gael, Juliet","Juliet Gael","","1.0","Romancing Miss Bronte: A Novel"
"Malladi, Amulya","Amulya Malladi","","1.0","The Mango Season"
"Baldacci, David","David Baldacci","Camel Club","1.0","The Camel Club"
"Baldacci, David","David Baldacci","Novel","8.0","The Christmas train"
"Baldacci, David","David Baldacci","Camel Club","2.0","The collectors"
"Baldacci, David","David Baldacci","Shaw","2.0","Deliver Us From Evil"
"Baldacci, David","David Baldacci","Camel Club","4.0","Divine justice"
"Baldacci, David","David Baldacci","Sean King and Michelle Maxwell","4.0","First Family"
"Baldacci, David","David Baldacci","Sean King and Michelle Maxwell","2.0","Hour Game"
"Baldacci, David","David Baldacci","Novel","7.0","Last Man Standing"
"Mick","David Baldacci","Sean King and Michelle Maxwell","3.0","Simple Genius"
"Baldacci, David","David Baldacci","Novel","5.0","Saving Faith"
"Baldacci, David","David Baldacci","Novel","4.0","The Simple Truth"
"Baldacci, David","David Baldacci","Novel","2.0","Total Control"
"Baldacci, David","David Baldacci","Novel","9.0","True Blue"
"Baldacci, David","David Baldacci","Shaw","1.0","The whole truth"
"Baldacci, David","David Baldacci","Novel","3.0","The winner"
"Baldacci, David","David Baldacci","Novel","6.0","Wish You Well"
"Hawking, Stephen","Stephen Hawking, Leonard Mlodinow","","1.0","The Grand Design"
"Shepherd, Cybill","Cybill Shepherd, Aimee Lee Ball","","1.0","Cybill Disobedience"
"Galgut, Damon","Damon Galgut","","1.0","In a Strange Room: Three Journeys"
"Wiesel, Elie","Elie Wiesel, Catherine Temerson","","1.0","The Sonderberg Case"
"Phillips, Gin","Gin Phillips","","1.0","The Well and the Mine"
"Kertesz, Imre","Imre Kertesz","","1.0","Fatelessness"
"Higgins, Jack","Jack Higgins","Sean Dillon","17.0","The Wolf at the Door"
"Higgins, Jack","Jack Higgins","","1.0","The Judas Gate"
"Green, Jane","Jane Green","","1.0","Dune Road"
"Cohen, Jeffrey","Jeffrey Cohen","Aaron Tucker","1.0","For Whom the Minivan Rolls: An Aaron Tucker Mystery"
"Cohen, Jeffrey","Jeffrey Cohen","Aaron Tucker","2.0","A Farewell to Legs: An Aaron Tucker Mystery"
"Cohen, Jeffrey","Jeffrey Cohen","Aaron Tucker","3.0","As Dog Is My Witness Another Aaron Tucker Mystery"
"Bacus, Kathleen","Kathleen Bacus","Tressa Jayne Turner Mysteries","1.0","Calamity Jayne"
"Coker, Mark","Mark Coker","","1.0","Smashwords Style Guide"
"Ballard, Mignon F.","Mignon F. Ballard","Augusta Goodnight","3.0","Shadow of an Angel"
"Ballard, Mignon F.","Mignon F. Ballard","","1.0","The Angel Whispered Danger"
"Bell, Nancy","Nancy Bell","Biggie Weatherford Mysteries","6.0","Biggie and the Devil Diet"
"Blanc, Nero","Nero Blanc","Crossword Mysteries","2.0","Two down"
"Nero, Blanc,","Nero Blanc","Crossword Mysteries","12.0","Death on the Diagonal"
"Sparks, Nicholas","Nicholas Sparks","","1.0","Safe Haven"
"Thurman, Rob","Rob Thurman","Trickster","2.0","The Grimrose Path: A Trickster Novel"
"Viehl, S. L.","S. L. Viehl","Stardoc","9.0","Crystal Healer"
"Deveney, Sean & Rosenthal, Ken","Sean Deveney","","1.0","The Original Curse: Did the Cubs Throw the 1918 World Series to Babe Ruth's Red Sox and Incite the Black Sox Scandal?"
"Berry, Steve","Steve Berry","","1.0","The Balkan Escape"
"McCarthy, Tom","Tom McCarthy","","1.0","Remainder"
"Maugham, W. Somerset","W. Somerset Maugham","","1.0","Of Human Bondage (1915)"
"Levy, Andrea","Andrea Levy","","1.0","The Long Song"
"Enright, Anne","Anne Enright","","1.0","The gathering"
"Barbara, Hamilton,","Barbara Hamilton","","1.0","The Ninth Daughter"
"Vaughn, Carrie","Carrie Vaughn","","1.0","Discord's Apple"
"klosterman, Chuck","Chuck Klosterman","","1.0","Eating the Dinosaur"
"Shelton, Connie","Connie Shelton","","1.0","Sweet Masterpiece - The First Samantha Sweet Mystery"
"Chiang, Ted","Ted Chiang","","1.0","Stories of Your Life and Others"
"Buchanan, Cathy Marie","Cathy Marie Buchanan","","1.0","The Day the Falls Stood Still"
"Honor, Hartman,","Honor Hartman","Bridge Club Mystery","2.0","The Unkindest Cut"
"Evanovich, Janet","Janet Evanovich","Diesel","1.0","Wicked Appetite"
"Maberry, Jonathan","Jonathan Maberry","Benny Imura","1.0","Rot & Ruin"
"Moriarty, Laura","Laura Moriarty","","1.0","While I'm Falling"
"Bell, Ted","Ted Bell","Alexander Hawke","6.0","Warlord: An Alex Hawke Novel"
"Lee, Tosca","Tosca Lee","","1.0","Demon: A Memoir"
"Harding, Traci","Traci Harding","The Mystique Trilogy","1.0","Gene of Isis"
"Horowitz, Anthony","Anthony Horowitz","","1.0","The Puffin Book of Horror Stories"
"Dallas, Sandra","Sandra Dallas","","1.0","The Diary of Mattie Spenser"
"Falkner, Brian","Brian Falkner","","1.0","The Tomorrow Code"
"Todd, Charles","Charles Todd","Bess Crawford","2.0","An Impartial Witness: A Bess Crawford Mystery"
"Green, Jane","Jane Green","","1.0","Babyville"
"Zaslow, Jeffrey","Jeffrey Zaslow","","1.0","The Girls from Ames: A Story of Women and a Forty-Year Friendship"
"Vaillant, John","John Vaillant","","1.0","The Tiger: A True Story of Vengeance and Survival"
"Jackson, Neil","Neil Jackson","","1.0","The Outsiders"
"Durrant, Sabine","Sabine Durrant","","1.0","Cross Your Heart, Connie Pickles"
"French, Thomas","Thomas French","","1.0","Zoo Story: Life in the Garden of Captives"
"Lloyd, Tom","Tom Lloyd","Twilight Reign","4.0","The Ragged Man"
"Johnstone, William W.","William W. Johnstone","The Devil","2.0","The Devil's Heart"
"Johnstone, William W.","William W. Johnstone","The Devil","3.0","The Devil's Touch"
"O'Neal, Barbara","Barbara O'Neal","","1.0","The Lost Recipe for Happiness"
"Ellis, Bret Easton","Bret Easton Ellis","","1.0","Glamorama"
"Buckley, Christopher","Christopher Buckley","","1.0","Florence of Arabia"
"Smith, Cynthia Leitich","Cynthia Leitich Smith","Tantalize","1.0","Tantalize"
"Kellison, Erin","Erin Kellison","Shadow series","2.0","Shadow Fall"
"Patterson, James","James Patterson","Maximum Ride","5.0","Max: The Greatest Air and Sea Battle is about to Commence"
"Patterson, James & Rust, Ned","James Patterson, Ned Rust","Daniel X","2.0","Daniel X: Watch the Skies"
"Rouch, James","James Rouch","","1.0","Sky Strike"
"Rouch, James","James Rouch","","1.0","Overkill"
"Rouch, James","James Rouch","","1.0","Plague Bomb"
"Rouch, James","James Rouch","","1.0","The Killing Ground"
"Rouch, James","James Rouch","","1.0","Civilian Slaughter"
"Rouch, James","James Rouch","","1.0","Body Count"
"Rouch, James","James Rouch","","1.0","Death March"
"Rouch, James","James Rouch","","1.0","Hard Target"
"Rouch, James","James Rouch","","1.0","Blind Fire"
"Rouch, James","James Rouch","","1.0","Hunter Killer"
"Klosterman, Chuck","Chuck Klosterman","","1.0","Chuck Klosterman on Rock"
"Miller, Jackson John","John Jackson Miller","","1.0","Star Wars Lost Tribe of the Sith #1"
"Hoag, Tami","Tami Hoag","Loveswept","253.0","The Trouble with J.J."
"Childs, Tera Lynn","Tera Lynn Childs","Oh My Gods","1.0","Oh. My. Gods."
"Cherry-Garrard, Apsley","Apsley Cherry-Garrard","","1.0","The Worst Journey in the World"
"Fahy, Warren","Warren Fahy","","1.0","Fragment"
"Maxwell, Cathy","Cathy Maxwell, Elaine Fox, Jeaniene Frost, Tracy Anne Warren, Sophia Nash","Night Huntress","1.0","Four Dukes and a Devil"
"FREUD, ESTHER","Esther Freud","","1.0","Hideous kinky"
"Burke, James Lee","James Lee Burke","Hackberry Holland","2.0","Rain Gods"
"Archer, Jeffrey","Jeffrey Archer","","1.0","Paths of Glory"
"Gores, Joe","Joe Gores","","1.0","Spade & Archer: the prequel to Dashiell Hammett's The maltese falcon"
"John Le Carré","John le Carré","","1.0","Our Kind of Traitor"
"Pessl, Marisha","Marisha Pessl","","1.0","Special topics in calamity physics"
"Adams, Richard","Richard Adams","Beklan Empire","2.0","Shardik"
"Tremain, Rose","Rose Tremain","","1.0","Trespass"
"Johansen, Roy","Roy Johansen","","1.0","Beyond belief"
"Johansen, Roy","Roy Johansen","","1.0","Deadly Visions"
"Day, S. J.","S. J. Day","Marked","1.0","Eve of Darkness"
"Foster, Alan Dean","Alan Dean Foster","Star Trek","2009.05","Star Trek Movie Tie-In"
"Golden, Christie","Christie Golden","Star Wars: Fate of the Jedi","2.0","Fate of the Jedi: Omen"
"Tolkien, J. R. R.","J. R. R. Tolkien","","1.0","The Legend of Sigurd and Gudrún"
"Brett, Peter V.","Peter V. Brett","Demon Trilogy","4.0","The Great Bazaar and Other Stories"
"Peikoff, Leonard","Leonard Peikoff","The Ayn Rand Library","3.0","Ominous Parallels"
"Brett, Peter V.","Peter V. Brett","Demon Trilogy","2.0","The Desert Spear"
"Brett, Peter V.","Peter V. Brett","Demon Trilogy","1.0","The painted man"
"Sanderson, Brandon","Brandon Sanderson","Mistborn Trilogy","1.0","Mistborn: The Final Empire"
"Sanderson, Brandon","Brandon Sanderson","Mistborn Trilogy","2.0","The Well of Ascension"
"Sanderson, Brandon","Brandon Sanderson","Mistborn Trilogy","3.0","The Hero of Ages"
"Essex, Karen","Karen Essex","","1.0","Dracula in Love"
"Wilbur, Todd","Todd Wilbur","Top Secret Recipes","7.0","Even More Top Secret Recipes"
"Ray, Rachael","Rachael Ray","","1.0","Express Lane Meals"
"Dispirito, Rocco","Rocco DiSpirito","","1.0","Now Eat This!"
"Wilbur, Todd","Todd Wilbur","Top Secret Recipes","9.0","Top Secret Recipes Unlocked"
"Mitchell, Deborah","Deborah Mitchell","","1.0","Foods That Combat Aging"
"Bauer, Joy & Svec, Carol","Joy Bauer, Carol Svec","","1.0","Joy Bauer's Food Cures"
"Giudice, Teresa","Teresa Giudice, Heather Maclean","","1.0","Skinny Italian: Eat It and Enjoy It"
"Ray, Rachael","Rachael Ray","","1.0","Rach Ray 365: No Repeats"
"Ellis, Bret Easton","Bret Easton Ellis","Clay","1.0","Less Than Zero"
"Forsyth, Frederick","Frederick Forsyth","","1.0","The Day of the Jackal"
"Wickham, Madeleine","Madeleine Wickham","","1.0","A Desirable Residence"
"Constantine, Storm","Storm Constantine","","1.0","The Wraiths of Will and Pleasure"
"Wallace, David Foster","David Foster Wallace","","1.0","The Broom of the System"
"Morrell, David","David Morrell","","1.0","Fireflies"
"Pirsig, Robert M.","Robert M. Pirsig","","1.0","Zen and the Art of Motorcycle Maintenance"
"Suzuki, Shunryū & Dixon, Trudy & Baker, Richard","Shunryū Suzuki, Trudy Dixon, Richard Baker","","1.0","Zen Mind, Beginner's Mind"
"Gaskell, Whitney","Whitney Gaskell","","1.0","She, Myself & I"
"Rawls, Wilson","Wilson Rawls","","1.0","Where the Red Fern Grows"
"Cooper, Jilly","Jilly Cooper","","1.0","Jump!"
"Koslow, Sally","Sally Koslow","","1.0","With Friends Like These"
"Perez-Reverte, Arturo","Arturo Pérez-Reverte","","1.0","The Queen of the South"
"Blyton, Enid","Enid Blyton","The Adventurous Four","1.0","The adventurous four"
"Blyton, Enid","Enid Blyton","The Adventurous Four","2.0","The adventurous four again"
"Blyton, Enid","Enid Blyton","Adventure Series","2.0","The Castle of Adventure"
"Blyton, Enid","Enid Blyton","The Famous Five","7.0","Five go off to camp"
"Blyton, Enid","Enid Blyton","The Famous Five","1.0","Five on a treasure island"
"Blyton, Enid","Enid Blyton","The Famous Five","11.0","Five have a wonderful time"
"Blyton, Enid","Enid Blyton","The Famous Five","2.0","Five go adventuring again"
"Blyton, Enid","Enid Blyton","The Famous Five","3.0","Five run away together"
"Blyton, Enid","Enid Blyton","The Famous Five","5.0","Five Go Off in a Caravan"
"Blyton, Enid","Enid Blyton","The Famous Five","8.0","Five Get Into Trouble"
"Blyton, Enid","Enid Blyton","The Famous Five","6.0","Five on Kirrin Island Again"
"Blyton, Enid","Enid Blyton","Adventure Series","1.0","The Island of Adventure"
"Blyton, Enid","Enid Blyton","Adventure Series","4.0","The Sea of Adventure"
"Blyton, Enid","Enid Blyton","Adventure Series","6.0","The Ship of Adventure"
"Blyton, Enid","Enid Blyton","Adventure Series","7.0","The Circus of Adventure"
"Blyton, Enid","Enid Blyton","Adventure Series","8.0","The River of Adventure"
"Blyton, Enid","Enid Blyton","Adventure Series","3.0","The Valley of Adventure"
"Blyton, Enid","Enid Blyton","Adventure Series","5.0","The Mountain of Adventure"
"Falconer, Duncan","Duncan Falconer","Stratton","5.0","Mercenary"
"Falconer, Duncan","Duncan Falconer","Stratton","2.0","The Hijack"
"Falconer, Duncan","Duncan Falconer","Stratton","1.0","The Hostage"
"Falconer, Duncan","Duncan Falconer","Stratton","6.0","Traitor"
"Falconer, Duncan","Duncan Falconer","Stratton","4.0","Undersea Prison"
"Flanagan, John","John Flanagan","Ranger's Apprentice","2.0","The Burning Bridge"
"Flanagan, John","John Flanagan","Ranger's Apprentice","3.0","The Icebound Land"
"Flanagan, John","John Flanagan","Ranger's Apprentice","4.0","The Battle for Skandia"
"Flanagan, John","John Flanagan","Ranger's Apprentice","5.0","The Sorcerer of the North"
"Flanagan, John","John Flanagan","Ranger's Apprentice","6.0","The Siege of Macindaw"
"Flanagan, John","John Flanagan","Ranger's Apprentice","7.0","Erak's Ransom"
"Flanagan, John","John Flanagan","Ranger's Apprentice","8.0","The Kings of Clonmel"
"Flanagan, John","John Flanagan","Ranger's Apprentice","9.0","Halt's Peril"
"Flanagan, John","John Flanagan","Ranger's Apprentice","1.0","The Ruins of Gorlan"
"Brewer, Sonny","Sonny Brewer","","1.0","Cormac: The Tale of a Dog Gone Missing"
"Stirling, S. M.","S. M. Stirling","Island in the Sea of Time Trilogy","2.0","Against the Tide of Years"
"Stirling, S. M.","S. M. Stirling","Island in the Sea of Time Trilogy","3.0","On the oceans of eternity"
"Stirling, S. M.","S. M. Stirling","Island in the Sea of Time Trilogy","1.0","Island in the Sea of Time"
"Greaney, Mark","Mark Greaney","","1.0","The Gray Man"
"Kauffman, Donna","Donna Kauffman","","1.0","Here Comes Trouble"
"Rabe, Peter","Peter Rabe","Hard Case Crime","58.0","Stop This Man!"
"Boinod, Adam Jacot De","Adam Jacot De Boinod","Tingo","1.0","The Meaning of Tingo: And Other Extraordinary Words from Around the World"
