author_sort,authors,series,series_index,title
"McLean, Stuart","Stuart McLean","Vinyl Cafe","3.0","Vinyl Cafe Unplugged"
"Hoag, Tami","Tami Hoag","Rainbow Chasers","1.0","Heart of Gold"
"Vida, Vendela","Vendela Vida","","1.0","The Lovers"
"Ambrose, Starr","Starr Ambrose","","1.0","Our Little Secret"
"Langtry, Leslie","Leslie Langtry","Greatest Hits Romance","3.0","Stand By Your Hitman"
"Langtry, Leslie","Leslie Langtry","Greatest Hits Romance","4.0","I Shot You Babe"
"Langtry, Leslie","Leslie Langtry","Greatest Hits Romance","1.0","'Scuse Me While I Kill This Guy"
"Franzen, Jonathan","Jonathan Franzen","","1.0","Freedom"
"Jurado, Juan Gomez","Juan Gomez Jurado","","1.0","Contract With God"
"Langtry, Leslie","Leslie Langtry","Greatest Hits Romance","2.0","Guns Will Keep Us Together"
"Mynheir, Mark","Mark Mynheir","Ray Quinn","1.0","The Night Watchman"
"Singh, Jaspreet","Jaspreet Singh","","1.0","Chef"
"Shalvis, Jill","Jill Shalvis","Harlequin Duets","42.0","Kiss Me, Kate! and Hug Me, Holly!: Duets 2 Romantic Comedies"
"Archer, Alex","Alex Archer","Rogue Angel","26.0","The Dragon's Mark"
"Gerritsen, Tess","Tess Gerritsen","","1.0","Girl Missing"
"Walsh, Therese","Therese Walsh","","1.0","The Last Will of Moira Leahy"
"Brockmann, Suzanne","Suzanne Brockmann","Troubleshooter","1.0","The Unsung Hero"
"Brockmann, Suzanne","Suzanne Brockmann","Troubleshooter","3.0","Over the Edge"
"Blair, Tony","Tony Blair","","1.0","A Journey: My Political Life"
"Kratman, Tom","Tom Kratman","Patrick Carrera","2.0","Carnifex"
"Kratman, Tom","Tom Kratman","Patrick Carrera","3.0","The Lotus Eaters"
"Kratman, Tom","Tom Kratman","","1.0","Caliphate"
"Kratman, Tom","Tom Kratman","","1.0","A state of disobedience"
"Knox, Tom","Tom Knox","","1.0","The Genesis Secret"
"Knox, Tom","Tom Knox","","1.0","The Marks of Cain"
"Kratman, Tom","Tom Kratman","Patrick Carrera","1.0","A Desert Called Peace"
"Taylor, Travis S.","Travis S. Taylor","Warp Speed","2.0","The Quantum Connection"
"Millburn, Trish","Trish Millburn","","1.0","The Family Man"
"Capote, Truman","Truman Capote","","1.0","Breakfast at Tiffany's"
"Hansen, Valerie","Valerie Hansen, Lynette Eason","","1.0","My Deadly Valentine"
"Hansen, Valerie","Valerie Hansen","Love Inspired Historical","4.0","Frontier Courtship"
"Taylor, Travis S.","Travis S. Taylor","One Day On Mars","1.0","One Day on Mars"
"Taylor, Travis S.","Travis S. Taylor","One Day On Mars","2.0","The Tau Ceti Agenda"
"Taylor, Travis S.","Travis S. Taylor","One Day On Mars","3.0","One Good Soldier"
"Taylor, Travis S.","Travis S. Taylor","Warp Speed","1.0","Warp speed"
"Snow, D. L.","D. L. Snow","","1.0","Slayer"
"Brown, Deborah M.","Deborah M. Brown","","1.0","Snow"
"Poole, Gabriella","Gabriella Poole","","1.0","Secret Lives"
"Griffith, Marilyn","Marilynn Griffith","Life, Faith and Getting It Right","9.0","Made of Honor"
"Woods, Sherryl","Sherryl Woods","The Calamity Janes","1.0","Do you take this rebel?"
"Woods, Sherryl","Sherryl Woods","The Calamity Janes","3.0","To Catch a Thief"
"Saylor, Steven","Steven Saylor","Novels of Ancient Rome","2.0","Empire: The Novel of Imperial Rome"
"Langer, Adam","Adam Langer","","1.0","The Thieves of Manhattan"
"Richards, Anya","Anya Richards","","1.0","Awaken"
"Novak, Brenda & Shalvis, Jill & Kent, Alison","Brenda Novak, Jill Shalvis, Alison Kent","","1.0","Mother, Please!"
"Carnes, Cara","Cara Carnes","","1.0","Wolf"
"Woods, Sherryl","Sherryl Woods","The Devaneys","1.0","Ryan's Place"
"Woods, Sherryl","Sherryl Woods","The Devaneys","2.0","Sean's Reckoning"
"Woods, Sherryl","Sherryl Woods","The Calamity Janes","5.0","Wrangling the Redhead"
"Woods, Sherryl","Sherryl Woods","The Devaneys","3.0","Michael's Discovery"
"Woods, Sherryl","Sherryl Woods","The Devaneys","4.0","Patrick's Destiny"
"Woods, Sherryl","Sherryl Woods","The Devaneys","5.0","Daniel's Desire"
"Lawhead, Stephen R.","Stephen R. Lawhead","King Raven Trilogy","1.0","Hood"
"Lawhead, Stephen R.","Stephen R. Lawhead","King Raven Trilogy","2.0","Scarlet"
"Lawhead, Stephen R.","Stephen R. Lawhead","King Raven Trilogy","3.0","Tuck"
"Young-Stone, Michele","Michele Young-Stone","","1.0","The Handbook for Lightning Strike Survivors"
"Pratchett, Terry","Terry Pratchett","Discworld: Tiffany Aching","4.0","I Shall Wear Midnight"
"Kane, Ben","Ben Kane","Forgotten Legion Chronicles","1.0","The Forgotten Legion"
"Kane, Ben","Ben Kane","Forgotten Legion Chronicles","3.0","The Road to Rome: A Forgotten Legion Chronicle"
"Kane, Ben","Ben Kane","Forgotten Legion Chronicles","2.0","The Silver Eagle"
"Abbey, Lynn","Lynn Abbey","Dark Sun","1.4","Cinnabar Shadows"
"Abbey, Lynn","Lynn Abbey","Dark Sun","1.1","The brazen gambit"
"Abbey, Lynn","Lynn Abbey","Chronicles of Athas","5.0","The Rise and Fall of a Dragonking"
"Hughes, Ryan","Ryan Hughes","Dark Sun","1.2","The Darkness Before the Dawn"
"Hawke, Simon","Simon Hawke","Dark Sun","1.3","The Broken Blade"
"Carriger, Gail","Gail Carriger","Parasol Protectorate","3.0","Blameless"
"McMurtry, Larry","Larry McMurtry","Lonesome Dove: Publication Order","1.0","Lonesome Dove"
"Hawke, Simon","Simon Hawke","Dark Sun","3.3","The Nomad"
"Hawke, Simon","Simon Hawke","Dark Sun","3.1","The outcast"
"Hawke, Simon","Simon Hawke","Dark Sun","3.2","The seeker"
"Alexander, Lloyd","Lloyd Alexander","The Chronicles of Prydain","4.0","Taran Wanderer"
"Alexander, Lloyd","Lloyd Alexander","The Chronicles of Prydain","2.0","The Black Cauldron"
"Alexander, Lloyd","Lloyd Alexander","The Chronicles of Prydain","1.0","The Book of Three"
"Alexander, Lloyd","Lloyd Alexander","The Chronicles of Prydain","3.0","The Castle of Llyr"
"Alexander, Lloyd","Lloyd Alexander","The Chronicles of Prydain","5.0","The High King"
"Bono, Edward De","Edward De Bono","","1.0","Think!: Before It's Too Late"
"Biss, Gerald","Gerald Biss","","1.0","The Door of the Unreal"
"Brown, Graham","Graham Brown","","1.0","Black Rain: A Thriller"
"Graham, Heather","Heather Graham","Harrison Investigation","8.0","Nightwalker"
"Paulson, Henry M.","Henry M. Paulson","","1.0","On the Brink: Inside the Race to Stop the Collapse of the Global Financial System"
"Taraborrelli, J. Randy","J. Randy Taraborrelli","","1.0","Michael Jackson: The Magic, the Madness, the Whole Story, 1958-2009"
"Sharlet, Jeff","Jeff Sharlet","","1.0","The family: the secret fundamentalism at the heart of American power"
"Nimmo, Jenny","Jenny Nimmo","Children of the Red King","2.0","Charlie Bone and the Time Twister"
"Nimmo, Jenny","Jenny Nimmo","Children of the Red King","3.0","Charlie Bone and the invisible boy"
"Nimmo, Jenny","Jenny Nimmo","Children of the Red King","4.0","Charlie Bone and the Castle of Mirrors"
"Nimmo, Jenny","Jenny Nimmo","Children of the Red King","5.0","Charlie Bone and the Hidden King"
"Osteen, Joel","Joel Osteen","","1.0","Starting Your Best Life Now: A Guide for New Adventures and Stages on Your Journey"
"Osteen, Joel","Joel Osteen","","1.0","Your Best Life Now for Moms"
"Boyne, John","John Boyne","","1.0","The Boy in the Striped Pyjamas"
"Dean, John W.","John W. Dean","","1.0","Conservatives Without Conscience"
"Nash, Joy","Joy Nash","Druids of Avalon","1.0","Celtic Fire"
"Nash, Joy","Joy Nash","Druids of Avalon","1.0","The Grail King"
"Miller, Julie","Julie Miller","","1.0","Riding the storm"
"Harrison, Lisi","Lisi Harrison","The Clique","11.0","Boys R Us"
"Viehl, Lynn","Lynn Viehl","The Kyndred","1.0","Shadowlight"
"Diaz, Junot","Junot Diaz","","1.0","The Brief Wondrous Life of Oscar Wao"
"Moore, Kate","Kate Moore","","1.0","To Tempt a Saint"
"Ferrarella, Marie","Marie Ferrarella, Jenna Mills","The Doctors Pulaski","2.0","Diagnosis: danger"
"Melton, Marliss","Marliss Melton","Seal Team 12","7.0","Show No Fear"
"Ash, Maureen","Maureen Ash","Templar Knight Mystery","4.0","Murder for Christ's Mass"
"Marr, Melissa","Melissa Marr","Wicked Lovely","1.0","Wicked Lovely"
"Zachary, Mia","Mia Zachary","","1.0","Afternoon Delight"
"Parker, Robert B.","Robert B. Parker","Spenser novels","32.0","Cold Service"
"Parker, Robert B.","Robert B. Parker","Spenser novels","33.0","School Days"
"Parker, Robert B.","Robert B. Parker","Spenser novels","34.0","Hundred-dollar baby"
"Parker, Robert B.","Robert B. Parker","Spenser novels","35.0","Now and then"
"Parker, Robert B.","Robert B. Parker","Spenser novels","36.0","Rough Weather"
"Parker, Robert B.","Robert B. Parker","Spenser novels","1.0","Chasing the Bear: A Young Spenser Novel"
"Parker, Robert B.","Robert B. Parker","Spenser","38.0","The Professional"
"Hatcher, Robin Lee","Robin Lee Hatcher","","1.0","A Vote of Confidence"
"Donald, Robyn","Robyn Donald","","1.0","Iceberg"
"Fforde, Katie","Katie Fforde","","1.0","Love Letters"
"Cunningham, Michael","Michael Cunningham","","1.0","A home at the end of the world"
"McGrath, Rory","Rory McGrath","","1.0","Bearded Tit"
"Cunningham, Michael","Michael Cunningham","","1.0","Flesh and Blood"
"Cunningham, Michael","Michael Cunningham","","1.0","Land's End: A Walk in Provincetown"
"Specter, Michael","Michael Specter","","1.0","Denialism: How Irrational Thinking Hinders Scientific Progress, Harms the Planet, and Threatens Our Lives"
"July, Miranda","Miranda July","","1.0","No one belongs here more than you: stories"
"Keith, Haring,","Keith Haring, Robert Farris Thompson","","1.0","Keith Haring Journals"
"Link, Kelly","Kelly Link","","1.0","Magic for Beginners"
"Niven, Larry","Larry Niven","Ringworld","1.0","Ringworld"
"Niven, Larry","Larry Niven","Ringworld","2.0","The Ringworld engineers"
"Niven, Larry","Larry Niven","Ringworld","3.0","The Ringworld Throne"
"Niven, Larry","Larry Niven","Ringworld","4.0","Ringworld's Children"
"Novik, Naomi","Naomi Novik","Temeraire","1.0","His Majesty's Dragon"
"Semel, Nava","Nava Semel","","1.0","And the Rat Laughed"
"Unknown","Samantha Hunter","","1.0","Make Your Move"
"Niven, Larry","Larry Niven, Jerry Pournelle","Inferno","2.0","Escape from Hell"
"Dane, Lauren","Lauren Dane","","1.0","Coming Undone"
"Kaplan, Lawrence","Lawrence S. Kaplan","","1.0","House of Ghosts"
"Child, Lee","Lee Child","Jack Reacher","1.0","Killing Floor"
"Vincent, Norah","Norah Vincent","","1.0","Voluntary Madness: My Year Lost and Found in the Loony Bin"
"Britton, Pamela","Pamela Britton","","1.0","Tempted"
"Hobb, Robin","Robin Hobb","The Rain Wild Chronicles","2.0","Dragon Haven"
"Nelson, Rhonda","Rhonda Nelson","Men Out of Uniform","1.0","The Player"
"Parker, Robert B.","Robert B. Parker","Spenser novels","1.0","The Godwulf Manuscript"
"Parker, Robert B.","Robert B. Parker","Spenser novels","2.0","God Save the Child"
"Parker, Robert B.","Robert B. Parker","Spenser novels","3.0","Mortal Stakes"
"Parker, Robert B.","Robert B. Parker","Spenser novels","4.0","Promised Land"
"Parker, Robert B.","Robert B. Parker","Spenser novels","5.0","The Judas Goat"
"Parker, Robert B.","Robert B. Parker","Spenser novels","6.0","Looking for Rachel Wallace"
"Stanisic, Sasa & Bell, Anthea","Sasa Stanisic, Anthea Bell","","1.0","How the Soldier Repairs the Gramophone"
"Grossman, Lev","Lev Grossman","","1.0","The Magicians"
"Harrison, Lisi","Lisi Harrison","The Clique Summer Collection","1.0","Massie"
"Harrison, Lisi","Lisi Harrison","The Clique Summer Collection","2.0","Dylan"
"Harrison, Lisi","Lisi Harrison","The Clique Summer Collection","3.0","Alicia"
"Parker, Robert B.","Robert B. Parker","Spenser novels","7.0","Early Autumn"
"Parker, Robert B.","Robert B. Parker","Spenser novels","8.0","A Savage Place"
"Parker, Robert B.","Robert B. Parker","Spenser novels","10.0","The Widening Gyre"
"Harrison, Lisi","Lisi Harrison","The Clique Summer Collection","4.0","Kristen"
"Harrison, Lisi","Lisi Harrison","The Clique","1.0","The Clique: Charmed and Dangerous: The Clique Prequel"
"Harrison, Lisi","Lisi Harrison","The Clique","2.0","Best Friends for Never"
"Harrison, Lisi","Lisi Harrison","The Clique","3.0","Revenge of the Wannabes"
"Harrison, Lisi","Lisi Harrison","The Clique","4.0","Invasion of the Boy Snatchers"
"Harrison, Lisi","Lisi Harrison","The Clique","5.0","The Pretty Committee Strikes Back"
"Parker, Robert B.","Robert B. Parker","Spenser novels","11.0","Valediction"
"Parker, Robert B.","Robert B. Parker","Spenser novels","12.0","A Catskill Eagle"
"Parker, Robert B.","Robert B. Parker","Spenser novels","13.0","Taming a Sea-Horse"
"Parker, Robert B.","Robert B. Parker","Spenser novels","14.0","Pale kings and princes"
"Parker, Robert B.","Robert B. Parker","Spenser novels","15.0","Crimson Joy"
"Parker, Robert B.","Robert B. Parker","Spenser novels","16.0","Playmates"
"Sheldon, Sidney","Sidney Sheldon","","1.0","Rage of angels"
"David, Peter","Peter David","Sir Apropos of Nothing","1.0","Sir Apropos of Nothing"
"Conroy, Pat","Pat Conroy","","1.0","South of Broad"
"Harrison, Lisi","Lisi Harrison","The Clique","7.0","It's Not Easy Being Mean"
"Harrison, Lisi","Lisi Harrison","The Clique","9.0","Bratfest At Tiffany's"
"Parker, Robert B.","Robert B. Parker","Spenser novels","18.0","Pastime"
"Parker, Robert B.","Robert B. Parker","Spenser novels","19.0","Double Deuce"
"Parker, Robert B.","Robert B. Parker","Spenser novels","20.0","Paper doll"
"Parker, Robert B.","Robert B. Parker","Spenser novels","21.0","Walking Shadow"
"Parker, Robert B.","Robert B. Parker","Spenser novels","22.0","Thin Air"
"Parker, Robert B.","Robert B. Parker","Spenser novels","23.0","Chance"
"Parker, Robert B.","Robert B. Parker","Spenser novels","24.0","Small Vices"
"Parker, Robert B.","Robert B. Parker","Spenser novels","25.0","Sudden Mischief"
"Parker, Robert B.","Robert B. Parker","Spenser novels","26.0","Hush money"
"Parker, Robert B.","Robert B. Parker","Spenser novels","27.0","Hugger Mugger"
"Parker, Robert B.","Robert B. Parker","Spenser novels","28.0","Potshot"
"Parker, Robert B.","Robert B. Parker","Spenser novels","29.0","Widow's Walk"
"Parker, Robert B.","Robert B. Parker","Spenser novels","30.0","Back story"
"Milligan, Spike","Spike Milligan","The War and Peace Memoirs","1.0","Adolf Hitler: my part in his downfall"
"Milligan, Spike","Spike Milligan","The War -- and Peace -- Memoirs","2.0","Rommel? Gunner Who?: A Confrontation in the Desert"
"Milligan, Spike","Spike Milligan","The War -- and Peace -- Memoirs","3.0","Monty, his part in my victory"
"Milligan, Spike","Spike Milligan","The War -- and Peace -- Memoirs","4.0","Mussolini: His Part in My Downfall"
"Milligan, Spike","Spike Milligan","The War -- and Peace -- Memoirs","5.0","Where have all the bullets gone?"
"Defelice, Stephen Coonts; Jim","Stephen Coonts, Jim DeFelice","Deep Black","8.0","Deep black"
"Clothier, Suzanne","Suzanne Clothier","","1.0","Bones Would Rain from the Sky: Deepening Our Relationships with Dogs"
"Reichs, Kathy","Kathy Reichs","Temperance Brennan","1.0","Deja Dead"
"Wilde, Hilary","Hilary Wilde","","1.0","The Master of Barracuda Isle"
"Bradby, Tom","Tom Bradby, Adam Mansbach","","1.0","The Master of Rain"
"Davys, Tim","Tim Davys","","1.0","Amberville"
"Akpan, Uwem","Uwem Akpan","","1.0","Say You're One of Them"
"Woolf, Virginia","Virginia Woolf","","1.0","Mrs. Dalloway"
"Harrison, Lisi","Lisi Harrison","The Clique","10.0","P.s. I Loathe You"
"Parker, Robert B.","Robert B. Parker","Spenser novels","31.0","Bad Business"
"Bono, Edward De","Edward De Bono","","1.0","Lateral Thinking"
"Twain, Mark","Mark Twain","","1.0","A Connecticut Yankee in King Arthur's Court"
"Twain, Mark","Mark Twain","","1.0","The Prince and the Pauper"
"Kipling, Rudyard","Rudyard Kipling, Lisa Makman","Jungle Books","1.0","The Jungle Books"
"Dana, Richard Henry","Richard Henry Dana, Anne Spencer","","1.0","Two Years Before the Mast: A Personal Narrative of Life at Sea"
"Nesbit, Edith","Edith Nesbit, H. R. Millar, Sanford Schwartz","","1.0","The Enchanted Castle and Five Children and It"
"Gillies, Andrea","Andrea Gillies","","1.0","Keeper: One House, Three Generations, and a Journey Into Alzheimer's"
"Burrows, Annie","Annie Burrows","","1.0","The Viscount and the Virgin"
"Niven, Larry; Lerner, Edward M.","Larry Niven, Edward M. Lerner","","1.0","Juggler of Worlds"
"Muller, Marcia","Marcia Muller, Bill Pronzini","","1.0","Crucifixion River"
"Walsh, Michael","Michael Walsh","","1.0","Hostile Intent"
"Clements, Rory","Rory Clements","John Shakespeare","1.0","Martyr"
"Adornetto, Alexandra","Alexandra Adornetto","Halo YA series","1.0","Halo"
"Iggulden, Conn","Conn Iggulden","Conqueror","4.0","Genghis: Empire of Silver"
"Lazer, Estelle","Estelle Lazer","","1.0","Resurrecting Pompeii"
"Bianchin, Helen","Helen Bianchin","Harlequin Presents","2945.0","Public Marriage, Private Secrets"
"Perez-Reverte, Arturo","Arturo Perez-Reverte","","1.0","The Nautical Chart"
"Patterson, Benton Rain","Benton Rain Patterson","","1.0","The great American steamboat race: the Natchez and the Robert E. Lee and the climax of an era"
"Moning, Karen Marie","Karen Marie Moning","Fever","2.0","Bloodfever"
"Moning, Karen Marie","Karen Marie Moning","Fever","4.0","Dreamfever"
"Kemp, Paul S.","Paul S. Kemp","Star Wars","41.5","Crosscurrent"
"Quinn, Paula","Paula Quinn","Children of the Mist","2.0","Seduced by a Highlander"
"Rendell, Ruth","Ruth Rendell","","1.0","Portobello"
"Cannato, Vincent J.","Vincent J. Cannato","","1.0","American Passage: The History of Ellis Island"
"Pattillo, Beth","Beth Pattillo","Sweetgum Knit Lit","2.0","The Sweetgum Ladies Knit for Love"
"Sutcliffe, Katherine","Katherine Sutcliffe","","1.0","Whitehorse"
"Capuzzo, Michael","Michael Capuzzo","","1.0","The Murder Room: The Heirs of Sherlock Holmes Gather to Solve the World's Most Perplexing Cold Cases"
"Osmond, Marie","Marie Osmond, Marcia Wilkie","","1.0","Might as Well Laugh about It Now"
"Hearst, Dorothy","Dorothy Hearst","Wolf Chronicles","1.0","Promise of the Wolves: A Novel"
"Diamond, Jared","Jared M. Diamond","","1.0","Guns, germs, and steel: the fates of human societies"
"Vásquez, Juan Gabriel","Juan Gabriel Vásquez","","1.0","The Informers"
"Barbieri, Maggie","Maggie Barbieri","Murder 101 Mystery","2.0","Extracurricular Activities"
"McAllister, Anne","Anne McAllister","","1.0","The Inconvenient Bride"
"McAllister, Anne","Anne McAllister","","1.0","Nathan's Child"
"McAllister, Anne","Anne McAllister","","1.0","McGillivray's Mistress"
"Charlton, Blake","Blake Charlton","","1.0","Spellwright"
"Rue, Nancy","Nancy N. Rue","FaithGirlz!","1.0","Sophie's World"
"Rue, Nancy","Nancy N. Rue","FaithGirlz!","2.0","Sophie's Secret"
"Cornwell, Patricia","Patricia Cornwell","Kay Scarpetta","17.0","The Scarpetta Factor"
"McAdam, Colin","Colin McAdam","","1.0","Fall"
"Jenoff, Pam","Pam Jenoff","The Kommandant's Girl","1.0","The Kommandant's Girl"
"Perkins-Valdez, Dolen","Dolen Perkins-Valdez","","1.0","Wench: a novel"
"Remic, Andy","Andy Remic","","1.0","Kell's Legend: The Clockwork Vampire Chronicles"
"Genova, Lisa","Lisa Genova","","1.0","Still Alice"
"Baxter, Stephen","Stephen Baxter","Xeelee Sequence","2.0","Timelike infinity"
"Baxter, Stephen","Stephen Baxter","Xeelee Sequence","3.0","Flux"
"Baxter, Stephen","Stephen Baxter","Xeelee Sequence","4.0","Ring"
"Baxter, Stephen","Stephen Baxter","Xeelee Sequence","5.0","Vacuum Diagrams"
"Baxter, Stephen","Stephen Baxter","Xeelee Sequence","6.0","Xeelee Novellas"
"Baxter, Stephen","Stephen Baxter","Xeelee Sequence","1.0","Raft"
"Kirkpatrick, David","David Kirkpatrick","","1.0","The Facebook Effect: The Inside Story of the Company That Is Connecting the World"
"Gudenkauf, Heather","Heather Gudenkauf","","1.0","The Weight of Silence"
"Strand, Jeff","Jeff Strand","","1.0","Pressure"
"Pasha, Kamran","Kamran Pasha","","1.0","Mother of the Believers: A Novel of the Birth of Islam"
"Woolley, Persia","Persia Woolley","Guinevere Trilogy","1.0","Child of the Northern Spring: Book One of the Guinevere Trilogy"
"Gellis, Roberta","Roberta Gellis","Heiress series","1.0","The English Heiress"
"Gellis, Roberta","Roberta Gellis","Heiress series","2.0","The Cornish Heiress"
"Gellis, Roberta","Roberta Gellis","Heiress series","3.0","The Kent Heiress"
"Gellis, Roberta","Roberta Gellis","Heiress series","4.0","Fortune's Bride"
"Gellis, Roberta","Roberta Gellis","Heiress series","5.0","A Woman's Estate"
"Adams, Will","Will Adams","Daniel Knox","1.0","The Alexander Cipher"
"Adams, Will","Will Adams","Daniel Knox","2.0","The Exodus Quest"
"Diamant, Anita","Anita Diamant","","1.0","The Red Tent"
"Roberts, Nora","Nora Roberts","","1.0","Hot ice"
"Hagberg, David","David Hagberg","Kirk McGarvey","14.0","The Cabal"
"Gill, David Macinnis","David Macinnis Gill","","1.0","Black Hole Sun"
"Brown, Graham","Graham Brown","","1.0","Black Sun: A Thriller"
"Brown, Harriet","Harriet Brown","","1.0","Brave Girl Eating: A Family's Struggle with Anorexia"
"Hewitt, Kate","Kate Hewitt","","1.0","The Bride's Awakening"
"Daniells, Rowena Cory","Rowena Cory Daniells","King Rolen's Kin","2.0","King Rolen's Kin: The Uncrowned King"
"Rozan, S. J.","S. J. Rozan","Bill Smith/Lydia Chin","9.0","Trail of Blood"
"Kent, Alexander","Alexander Kent","Bolitho","17.0","Success to the Brave"
"Quick, Barbara","Barbara Quick","","1.0","A Golden Web"
"Stross, Charles","Catherynne Valente","","1.0","Palimpsest"
"Todd, Charles","Charles Todd","Inspector Ian Rutledge Mysteries","12.0","The Red Door"
"Lundin, Cody","Cody Lundin, Russ Miller","","1.0","98.6 degrees: the art of keeping your ass alive"
"Trussoni, Danielle","Danielle Trussoni","","1.0","Angelology"
"Bradbury, Ray","Ray Bradbury","","1.0","Green shadows, white whale"
"King, Stephen","Stephen King","","1.0","The Shining"
"Patterson, James","James Patterson, Howard Roughan","","1.0","Don't Blink"
"Green, John","John Green, David Levithan","","1.0","Will Grayson, Will Grayson"
"John, Shors,","John Shors","","1.0","Beside a Burning Sea"
"John, Shors,","John Shors","","1.0","Dragon House"
"Shors, John","John Shors","","1.0","The Wishing Trees"
"E., Olson, Karen","Karen E. Olson","Tattoo Shop Mystery","3.0","Driven to Ink"
"Landon, Kristen","Kristen Landon","","1.0","The Limit"
"See, Lisa","Lisa See","","1.0","Snow Flower and the Secret Fan"
"Daheim, Mary","Mary Daheim","Bed-And-Breakfast Mysteries","25.0","Loco Motive: A Bed-and-Breakfast Mystery"
"Carlson, Melody","Melody Carlson","","1.0","Catwalk"
"Melody, Thomas,","Melody Thomas","","1.0","Claimed by a Scottish Lord"
"Wingfield, R. D.","R. D. Wingfield","Jack Frost","3.0","Night Frost"
"Oetker, Dr.","Dr. Oetker","","1.0","German Baking Today"
"Oetker, Dr.","Dr. Oetker","","1.0","German Cooking Today"
"Bowen, Rhys","Rhys Bowen","Constable Evans","4.0","Evan and Elle"
"Bowen, Rhys","Rhys Bowen","Constable Evans","10.0","Evanly Bodies"
"Rhys, Bowen,","Rhys Bowen","A Royal Spyness Mystery","4.0","Royal Blood"
"Bowen, Rhys","Rhys Bowen","Molly Murphy Mysteries","3.0","For the Love of Mike"
"Bowen, Rhys","Rhys Bowen","Molly Murphy Mysteries","7.0","Tell Me, Pretty Maiden"
"Bowen, Rhys","Rhys Bowen","Molly Murphy Mysteries","8.0","In a Gilded Cage"
"Bowen, Rhys","Rhys Bowen","Molly Murphy Mysteries","9.0","The Last Illusion"
"Stirling, S. M.","S. M. Stirling","Nantucket event series","10.0","The High King of Montival: A Novel of the Change"
"Beckett, Samuel","Samuel Beckett","Beckett's Trilogy","1.0","Three Novels: Molloy, Malone Dies, The Unnamable"
"Kenyon, Sherrilyn","Sherrilyn Kenyon","Were-Hunter","7.0","No Mercy"
"Wittig, Albert, Susan","Susan Wittig Albert","","1.0","The Tale of Oat Cake Crag"
"Thompson, Vicki Lewis","Vicki Lewis Thompson, Julie Elizabeth Leto, Kate Hoffmann","","1.0","A Fare To Remember: Just Whistle\Driven To Distraction\Taken For A Ride"
"Lyn, Watson, Wendy","Wendy Lyn Watson","Mystery Ã la Mode","2.0","Scoop to Kill: A Mystery a La Mode"
"McGee, Chaz","Chaz McGee","","1.0","Angel Interrupted"
"Kalotay, Daphne","Daphne Kalotay","","1.0","Russian Winter"
"Hannah, Reed,","Hannah Reed","","1.0","Buzz Off"
"Mayes, Casey","Casey Mayes","","1.0","A Deadly Row"
"Whittal, Yvonne","Yvonne Whittal","","1.0","Handful of stardust"
"Nunn, Malla","Malla Nunn","","1.0","A Beautiful Place to Die"
"Rivers, Francine","Francine Rivers","Marta's Legacy","1.0","Her Mother's Hope"
"Stanley, Jennifer","Jennifer Stanley","Hope Street Church Mysteries","3.0","The Way of the Guilty: A Hope Street Church Mystery"
"Hill, Joey W.","Joey W. Hill","Vampire Queen Series","6.0","Vampire Trinity"
"Kittle, Katrina","Katrina Kittle","","1.0","The Blessings of the Animals: A Novel"
"Malarkey, Kevin","Kevin Malarkey, Alex Malarkey","","1.0","The Boy Who Came Back from Heaven: A Remarkable Account of Miracles, Angels, and Life Beyond This World"
"Heitzmann, Kristen","Kristen Heitzmann","","1.0","Indivisible"
"Drayer, Lisa","Lisa Drayer","","1.0","The Beauty Diet: Looking Great Has Never Been So Delicious"
"Gordon, Lucy","Lucy Gordon","","1.0","The Italian's Rightful Bride"
"Maya, Banks,","Maya Banks","The Kelly Series","1.0","The Darkest Hour"
"Katzen, Mollie","Mollie Katzen","","1.0","Get Cooking: 150 Simple Recipes to Get You Started in the Kitchen"
"Reed, Robert","Robert Reed","","1.0","Mallow"
"Akunin, Boris","Boris Akunin","Erast Fandorin","2.0","Turkish Gambit"
"Patterson, James","James Patterson","Alex Cross","1.0","Along Came a Spider"
"Morgan, Richard","Richard Morgan","Takeshi Kovacs novels","2.0","Broken Angels"
"Morgan, Richard","Richard Morgan","Takeshi Kovacs novels","3.0","Woken Furies"
"Morgan, Richard","Richard Morgan","Takeshi Kovacs novels","1.0","Altered Carbon"
"Lindsay, Jeff","Jeff Lindsay","Dexter","5.0","Dexter Is Delicious"
"Adams, John Joseph","John Joseph Adams","The Living Dead","3.0","The Living Dead"
"Unknown","John Joseph Adams","The Living Dead","2.0","The Living Dead 2"
"Adams, John Joseph","John Joseph Adams","","1.0","Wastelands"
"Haley, Cameron","Cameron Haley","","1.0","Mob Rules"
"Dexter, Colin","Colin Dexter","Morse","12.0","Death Is Now My Neighbour"
"Haines, Jess","Jacquelyn Frank, Kate Douglas, Jess Haines, Clare Willis","","1.0","Nocturnal"
"Ellroy, James","James Ellroy","Lloyd Hopkins","1.0","L.A. Noir"
"Brock, Anne","Anne Brock","","1.0","Give me liberty"
"Medeiros, Teresa","Teresa Medeiros","","1.0","The Devil Wears Plaid"
"Day, Alyssa","Alyssa Day","The Warriors of Poseidon","6.0","Atlantis Betrayed"
"Scott, Bronwyn","Bronwyn Scott","","1.0","Arabian Nights with a Rake"
"Winters, Ben H. & Austen, Jane","Ben H. Winters, Jane Austen","","1.0","Sense and Sensibility and Sea Monsters"
